facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd
20 ROAD GRAVEL PIT,2012 RIVER RD,FRUITA,CO,81521,110030439041,,39.127222,-108.680556,COG500491,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110030439041,
20-INCH WATER MAIN EXTENSION - LOCHBUIE,CHEROKEE PLACE,LOCHBUIE,CO,80603,110072192172,,40.007113,-104.734292,COR430209,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072192172,
20-INCH WATERLINE REPLACEMENT,WELD COUNTY ROAD 42/I-25,BERTHOUD,CO,80513,110072132648,,40.292136,-104.981134,COR429745,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072132648,
200 MOORE DRIVE,200 MOORE DRIVE,FLORENCE,CO,81226,110072148134,,38.37861,-105.11607,COR430137,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072148134,
201 FILLMORE,201 FILLMORE ST,DENVER,CO,80206,110071953220,,39.71973,-104.95343,COG317210,Terminated Permit,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110071953220,
2018 MINOR DRAINAGEWAY IMPROVEMENTS,RIDGETRAIL DRIVE AND PINYON DRIVE,CASTLE ROCK,CO,80104,110070674540,,39.38388,-104.84381,COR407605,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070674540,
2018 WATERLINE REPLACEMENT PROJECT,KIPLING AND 9 ST,LAKEWOOD,CO,80215,110070358981,,39.730833,-105.109444,COG076411 COR03U224 COR402594,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070358981,
2019 FENCE PROJECT (RUNWAY RELOCATION),2828 WALKER FIELD DRIVE,GRAND JUNCTION,CO,81506,110070620128,,39.12227,-108.529847,COR406596 COR422699,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070620128,
2020 WATER SYSTEM IMPROVEMENTS - AURORA,EVANS AVE AND HELENA ST,AURORA,CO,80013,110070830717,,39.677971,-104.80743,COR409710,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070830717,
2021 ARVADA WATER MAIN IMPROVEMENTS PROJECT,8101 RALSTON RD,ARVADA,CO,80002,110071822358,,39.826875,-105.099759,COG081027 COR424202,No Violation Identified,,,Y,4,https://echo.epa.gov/detailed-facility-report?fid = 110071822358,
2021 TOWNWIDE ROADWAY RECONSTRUCT PROGRAM,NATE DR. FROM J. MORGAN BLVD. TO HESS RD.,PARKER,CO,80134,110070939535,,39.492808,-104.764826,COR412240,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070939535,
2024 RBC MEEKER AIRPORT WATER LINE EXPANSION,NORTH OR E MARKET ST AND WEST OF JOSLIN LN,MEEKER,CO,81641,110071877887,,40.040767,-107.891477,COR425668,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071877887,
2024 RECLAMATION NEIGHBORHOOD,220 4TH ST.,ESTES PARK,CO,80517,110071823822,,40.374352,-105.504174,COR424564,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071823822,
2024 WATER SYSTEM IMPROVEMENTS,11251 E 11TH AVE,AURORA,CO,80010,110071823945,,39.732894,-104.856952,COR424616,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071823945,
2024 WATER SYSTEM IMPROVEMENTS- PHASE 2,2300 SABLE BLVD,AURORA,CO,80011,110071884020,,39.751248,-104.819202,COR425763,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071884020,
2025 2A N 9TH ST MYSTIC AVE TO MEADOWS AVE,N 9TH ST BETWEEN MYSTIC AVE AND MEADOWS AVE,CANON CITY,CO,81212,110072131026,,38.454844,-105.23883,COR429509,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072131026,
2025 N 9TH ST MEADOWS TO WASHINGTON,N 9TH ST FROM MEADOWS AVE TO WASHINGTON ST,CANON CITY,CO,81212,110072106611,,38.46399,-105.23879,COR429323,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072106611,
2025 TIGT TOG REPLACEMENT,CO RD 44,STERLING,CO,80751,110071962096,,40.745864,-103.1546,COR427836,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071962096,
20250423 DAKAN RD,5844 DAKAN RD,SEDALIA,CO,80135,110072075504,,39.301035,-104.995491,COR428229,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072075504,
2026 SEWER/STREET IMPROVEMENTS PROJECT,E HARRISON AVE AND S MAPLE ST,FRUITA,CO,81521,COG081526,,39.155475,-108.728998,COG081526,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = COG081526,
2026 SEWER/STREET IMPROVEMENTS PROJECT,INTERSECTION OF EAST HARRISON AVENUE AND SOUTH MAP,FRUITA,CO,81521,110072203003,,39.155475,-108.728998,COR431065,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072203003,
2026 TIGT TOP OF GROUND REPLACEMENT,"30424 US-138, ILIFF, CO 80736",ILIFF,CO,80736,110072149430,,40.789943,-102.990158,COR430025,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072149430,
20638 COMBO FAIRPLAY ALMA,301 US 285,FAIRPLAY,CO,80440,110071240878,,39.221381,-105.993795,COG080711 COR415468,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071240878,
20DCS DRY CREEK PHASE 2 STORMWATER,DAWSON DR / EAST ROCKRIMMON BLVD,COLORADO SPRINGS,CO,81212,110070883872,,38.928929,-104.823163,COG080132 COR411001,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070883872,
21 IN CH POSSUM GULLY SANITARY,E 64TH AVE AND N DENALI ST,AURORA,CO,80019,110071954301,,39.812956,-104.706376,COR426901,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071954301,
21222 - R1 ESSENTIAL REPAIRS,BEL AIRE,WHEAT RIDGE,CO,80033,110071082217,,39.784503,-105.084454,COR413347,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071082217,
21556-ALAMEDA BRIDGE OVER S PLATTE RVR,ALAMEDA AVENUE BRIDGE OVER S PLATTE RIVER,DENVER,CO,80223,110071339312,,39.711252,-105.000017,COG080684 COR417499,No Violation Identified,,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110071339312,
2170 SIEBER CANYON COURT,BELLE CANYON AVE AND POLLOCK CANYON AVE,GRAND JUNCTION,CO,81507,110071346929,,39.064992,-108.651112,COR418249,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071346929,
21795-US 6 SH 58 TO SH 119,CLEAR CREEK CANYON ROAD,GOLDEN,CO,80403,110070929591,,39.75244,-105.23893,COR411808,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070929591,
218 SALT BRUSH,218 SALT BRUSH ST,DURANGO,CO,81301,110071783393,,37.240736,-107.822829,COR423361,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071783393,
2183 45 1/2 RD,2183 45 1/2 RD,DEBEQUE,CO,81630,110072084697,,39.321232,-108.208086,COR428816,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072084697,
2189 SIEBER CANYON GRANITE FALLS SUBDIVISION,763 FEET SW OF S CAMP RD AND MESCALERO AVE.,GRAND JUNCTION,CO,81507,110071311084,,39.064548,-108.647206,COR417440,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071311084,
2198 GEORGE DEWEY,2198 GEORGE DEWEY,GRAND JUNCTION,CO,81505,110071959492,,39.15761,-108.645815,COR426994,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071959492,
21MGS MCMURDO GULCH STREAM,CASTLE OAKS DR AND PLEASANT VIEW DR,CASTLE ROCK,CO,80108,110071181606,,39.413435,-104.807274,COG080389 COR415173,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071181606,
21SCD STORMWATER SAND CREEK DS OF E FORK CONFLUENCE,4650 JET WING CIRCLE WEST,COLORADO SPRINGS,CO,81916,110070918835,,38.813411,-104.744601,COG080163 COR411449,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070918835,
22 1/2 ROAD & GREENBELT DRIVE,INTERSECTION OF GREENBELT DRIVE AND 22 1/2 ROAD,GRAND JUNCTION,CO,81507,110072174876,,39.081993,-108.635817,COR430599,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072174876,
220 AMERICAN LANE,220 AMERICAN LANE,ASPEN,CO,81611,110070817036,,39.19848,-106.81329,COR408976,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070817036,
22012256 CITADEL FEEDERS 3 AND 12,1520 S WILCOX ST,CASTLE ROCK,CO,80104,110071959166,,39.35549,-104.86881,COR427494,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071959166,
22012259 CITADEL FEEDER 11,890 YUCCA HILLS RD,CASTLE ROCK,CO,80109,110071951992,,39.358601,-104.868948,COR427476,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071951992,
22023913 - WATERTON ROXBOROUGH 115 KV REBUILD,7251 ROXBOROUGH PARK RD,LITTLETON,CO,80125,110071950527,,39.46475,-105.05449,COR427354,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071950527,
22247 US 24 CURVE REALIGNMENT FLORISSANT,US 24 MP 272.6,FLORISSANT,CO,80816,110071156586,,38.937541,-105.253276,COR414714,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071156586,
22338 SH69 GARDNER,SH69 MP10-30,GARDNER,CO,81040,110071435388,,37.862163,-105.318271,COR420558,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071435388,
22416 I-225 PARKER ROAD RAMP SAFETY,DAM EAST/WEST I-225,AURORA,CO,80014,110070694863,,39.660076,-104.841094,COR408048,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070694863,
225 WEST MAIN STREET,225 W MAIN ST,STERLING,CO,80751,110072109507,,40.62538,-103.21465,COG317239,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072109507,
"22601-SH 7, I-25 TO SH 85 RESURFACING","SH 7, I-25 TO SH 85",THORNTON,CO,80602,110071781964,,39.868041,-104.971924,COR423669,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071781964,
22703 NORTH I 25 112 TO E470,E 136 AVE AND I 25,THORNTON,CO,80234,110070393214,,39.94301,-104.9878,COR03U240 COR400787,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070393214,
22734 - CR 314,EAST IDAHO SPRINGS ROAD,IDAHO SPRINGS,CO,80452,110070928214,,39.7418,-105.49353,COR411804,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070928214,
22734 - CR 314,E IDAHO SPRINGS RD,IDAHO SPRINGS,CO,80452,110071255172,,39.743101,-105.478922,COG080458,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071255172,
22786 INTERSATE 25 RAMP METERING,I 25 AND PLUM CREEK PKWY,CASTLE ROCK,CO,80104,110070517564,,39.366521,-104.866069,COR03U776 COR400804,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070517564,
22827 I25 FILLMORE GARDEN OF THE GODS WIDENING,"MILEPOST 144.3 TO 146.3 I25, S",COLORADO SPRINGS,CO,80906,110071409806,,38.78487,-104.78957,COR420209,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071409806,
22975 - LITTLETON - HINSDALE DR AND WINDERMERE ST - REPLACEMENT,1325 W HINSDALE DRIVE,LITTLETON,CO,80120,110072198320,,39.583175,-105.004201,COR430857,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072198320,
22977 - HARVEY PARK - S QUITMAN ST AND S PERRY ST - REPLACEMENT,2803 SOUTH QUITMAN STREET,DENVER,CO,80236,110072165622,,39.6644,-105.04209,COR430427,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072165622,
22BRR - BLUE RIVER RESTORATION,22BRR - BLUE RIVER RESTORATION,BRECKENRIDGE,CO,80424,110071295738,,39.520206,-106.051365,COR416915,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071295738,
22MCM MONUMENT CREEK,MESA RD AND W CACHE LA POUDRE ST,COLORADO SPRINGS,CO,80903,110071513138,,38.832791,-104.813816,COG080802,Terminated Permit,,,Y,5,https://echo.epa.gov/detailed-facility-report?fid = 110071513138,
22NDC - NORTH DOUGLAS CREEK,4005 INTERPARK DR,COLORADO SPRINGS,CO,80907,110071321728,,38.892308,-104.831085,COG080524 COR417668,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071321728,
23 1/4 WEST PIT,23 1/4 RD AND REDLANDS PKWY,GRAND JUNCTION,CO,81505,110071083466,,39.09456,-108.62213,COG502196,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071083466,
23 RD & HIGHWAY 340 ROUNDABOUT,23 RD & STATE HIGHWAY 340,GRAND JUNCTION,CO,81507,110072164435,,39.07482,-108.626367,COR430513,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072164435,
23030386 SPRING VALLEY WEST FEEDERS,42900 COUNTY ROAD 17-21,ELIZABETH,CO,80107,110071962539,,39.49153,-104.57015,COR427914,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071962539,
23041 - CRESTMOOR PARK PROJECT (REPLACEMENT) - S LOCUST ST / S LEYDEN ST/ E VIRG,480 SOUTH LEYDEN STREET,DENVER,CO,80224,110072200475,,39.70779,-104.91524,COR430963,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072200475,
23099 SH72 RAMP AND INTERSECTION UPGRADE,4650 WARD RD,WHEAT RIDGE,CO,80033,110070794605,,39.782032,-105.137955,COR408861,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070794605,
2311 ROAD PIT,2311 RIVER RD,GRAND JUNCTION,CO,81505,110009127809,,39.09898,-108.62481,COG500348,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110009127809,
23177 US40 RESURFACING EMPIRE,US40 AND CR257,EMPIRE,CO,80438,110071924157,,39.759661,-105.660136,COR426599,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071924157,
23178 I-70 FLOYD HILL TO CHIEF HOSA,29007 RAINBOW HILL ROAD,EVERGREEN,CO,80439,110071146975,,39.70362,-105.32936,COR414294,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071146975,
2325 STONE BRIDGE,2325 STONE BRIDGE DRIVE,MONTROSE,CO,81401,110072107743,,38.463211,-107.850543,COR428986,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072107743,
23279-C-470 NOISE WALL,C-470 AND LUCENT BLVD,HIGHLANDS RANCH,CO,80129,110070674046,,39.563444,-105.018079,COR407273,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070674046,
23327 SH 93 RESURFACING AND WIDENING,399 WASHINGTON AVE,GOLDEN,CO,80403,110071357464,,39.767801,-105.235219,COR418648,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071357464,
23369 US85 OVERLAY I-76 TO 124TH,US85 AND 104TH AVE,COMMERCE CITY,CO,80640,110071905102,,39.885198,-104.881851,COR426317,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071905102,
23421 I25 ON-RAMP METERING PHASE 2,"I25 RAMPS AT ACADEMY BLVD., WOODMEN RD, & NORTH GA",COLORADO  SPRINGS,CO,80906,110071275185,,38.9528,-104.8074,COR10F084,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071275185,
23444 I-76 OVER CLEAR CREEK SCOUR,I-76 BRIDGE OVER CLEAR CREEK,UNINCORPORATED,CO,80221,110071310580,,39.799547,-105.031348,COG080577 COR417389,No Violation Identified,,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110071310580,
23535 US 50 I 25 INTERCHANGE CONSTRUCTION,US 50 AND I 25 INTERCHANGE,PUEBLO,CO,81004,110071671726,,38.2878,-104.6056,COG317190 COR422926,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071671726,
23599 I-76 YORK TO DAHLIA,I-76,ADAMS COUNTY,CO,80229,110071177551,,39.82475,-104.956664,COR414856,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071177551,
23673 I-70 OVER 32ND AVE BRIDGE,I-70 & 32ND AVE,WHEAT RIDGE,CO,80401,110071154892,,39.761883,-105.14312,COR414494,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071154892,
23772 I-70 EMERGENCY ESCAPE RAMP MT VERNON,I-70/PARADISE HILLS EXIT,GOLDEN,CO,80401,110071510574,,39.698256,-105.231232,COR421132,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071510574,
23780 FEDERAL RESURFACING I70 TO 92ND,FEDERAL BLVD I70 TO 92ND,WESTMINSTER,CO,80031,110071880005,,39.846711,-105.024507,COR425528,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071880005,
23784 SH 69 CUSTER AND FREMONT COUNTIES,MILEPOST 71.54 TO 82.64,HILLSIDE,CO,81232,110072076059,,38.26559,-105.612665,COR428612,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072076059,
2401 W 6TH AVE LLC,2401 W 6TH AVE,DENVER,CO,80204,110072165533,,39.72583,-105.01749,CONOX0981,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072165533,
24057 I-70 BRIDGE OVER HARLAN,6065 W 48TH AVE,WHEAT RIDGE,CO,80033,110071274600,,39.784024,-105.06285,COR416029,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071274600,
24063840 SPRING VALLEY FEEDER 03,42905 COUNTY ROAD 17-21,ELIZABETH,CO,80107,110071962484,,39.49114,-104.5702,COR427926,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071962484,
24065652 - REDHILL RD REBUILD,41401 HIGHWAY 9,FAIRPLAY,CO,80440,110072075975,,39.144411,-105.927129,COR428446,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072075975,
2408 STONE BRIDGE DR,2408 STONE BRIDGE DR,MONTROSE,CO,81401,110071878269,,38.463186,-107.84562,COR425530,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071878269,
2426 G ROAD,2426 G ROAD,GRAND JUNCTION,CO,81505,110072131414,,39.10631,-108.60282,COR429723,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072131414,
"24278, I-25/LINCOLN LONE TREE MOBILITY HUB",I-25 & LINCOLN,LONE TREE,CO,80124,110071879362,,39.53388,-104.868549,COR425674,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071879362,
24323 I-70 SOUNDWALL,"I-70, LOWELL ST. TO TENNYSON ST.",DENVER,CO,80003,110071074730,,39.784,-105.043578,COR412997,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071074730,
24394 GUN CLUB AT HAMPDEN TURN LANE,3500 S GUN CLUB ROAD,AURORA,CO,80018,110071426204,,39.653027,-104.716072,COR420315,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071426204,
24417S RESURFACING ITS CHIEF HOSA TO MP 259,I-70 CHIEF HOSA TO C-470,GOLDEN,CO,80401,110071725835,,39.701635,-105.241688,COR423230,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071725835,
24423 SH74 RESURFACING,26220 COLORADO 74 FRONTAGE,KITTEREDGE,CO,80439,110072156479,,39.656785,-105.298497,COR430509,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072156479,
24464-C-470 & QUINCY INTERCHANGE ROUND-A-BOUTS,14407 TURKEY CREEK,MORRISON,CO,80465,110071540965,,39.63174,-105.160978,COR422163,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071540965,
24473 I-70 WARD RD BRIDGE,I-70 BRIDGE OVER WARD RD,WHEAT RIDGE,CO,80033,110071356913,,39.780079,-105.137513,COR418771,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071356913,
24548-I-25/SH 7 INTERIM TRANSIT IMPROV,I-25/SH 7,THORNTON,CO,80023,110071781543,,39.975844,-105.009381,COR423701,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071781543,
24610 US24 SH21 AIRPORT INTERCHANGE,SH21 POWERS BLVD AND AIRPORT RD,COLORADO SPRINGS,CO,80906,110071644396,,38.8246,-104.7247,COR422486,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071644396,
24620 I-70 SOUNDWALL FROM PECOS TO I-76,4801 JULIAN ST,DENVER,CO,80221,110071509075,,39.784008,-105.031669,COR421505,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071509075,
