facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd,facility_type,receiving_waters
SPICER STATE FISH HATCHERY,15001 U RD,LA JARA,CO,81140,110070256381,,37.2475,-105.982778,COG130020,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070256381,,,
SOUTHWEST PLAZA METRO DIST MS4,VARIOUS LOCATIONS,CITY OF LITTLETON,CO,80403,110043732716,,39.61,-105.093,COR070091,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043732716,,,
SOUTHWEST COLORADO COMMUNITY COLLEGE WWTF,33057 HWY 160,MANCOS,CO,81328,110054949605,,37.35251,-108.43737,COX622042 COX632041,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054949605,,,
BKEP MATERIALS - DENVER C & K,4310 E 60TH AVE,COMMERCE CITY,CO,80022,110001430531,324121,39.80427,-104.93787,COR900646,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110001430531,,,
BKEP MATERIALS  DENVER K 5022 E 60 AVE,5022 E 60 AVE,COMMERCE CITY,CO,80022,110054139366,,39.80215,-104.93715,COR900407,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054139366,,,
BIVENS TRUCKING &EXCAVATING (WAS KILLION,862 W WILLOX LANE,FORT COLLINS,CO,80524,110070054917,212321,40.61076,-105.09105,COG501876,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054917,,,
BIJOU MINE,7 MI E OF TOWN,KIOWA,CO,80117,110070072764,,39.395522,-104.389585,COG501849,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072764,,,
BIG RED PARK GRAVEL PIT,USFS 550 AND USFS 500,COLUMBINE,CO,80428,110064723544,,40.892,-106.913,COG502198 COR03M725 COR404127,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064723544,,,
BFI WASTE SYSTEMS OF NORTH AMERICA INC,5590 E 55TH AVE,COMMERCE CITY,CO,80022,110001725615,562212,39.79677,-104.92316,COR900301 COR901138,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110001725615,,,
BEVEAL GRAVEL PIT,215 COMANCHE ST,KIOWA,CO,80117,110070500504,,39.3457,-104.45706,COG502167,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070500504,,,
BETHUNE WWTW,NEAR SH 24 AND NORTH RD,BETHUNE,CO,80805,110070529517,,39.303057,-102.41502,COX634010,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070529517,,,
BESTWAY CONCRETE CO TITAN PLANT,9681 TITAN PARK CIR,LITTLETON,CO,80125,110060261032,327320,39.502499,-105.021111,COR900800 COR901188,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110060261032,,,
BESTWAY CONCRETE CO - DENVER,5901 YORK ST,DENVER,CO,80216,110060259205,327320 999999,39.80409,-104.95931,COR901155 COR901187,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110060259205,,,
BEST FOREIGN USED PARTS,400 S 16 ST,COLORADO SPRINGS,CO,80904,110046319925,,38.83704,-104.85163,COR900739,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046319925,,,
BERTHOUD MS4,VARIOUS LOCATIONS,BERTHOUD,CO,80254,110044271819,,40.309,-105.081,COR090071,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110044271819,,,
BOULDER COMMONS,2450 AND 2490 JUNCTION PL,BOULDER,CO,80301,110070832241,,40.02633,-105.25073,COG318007,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070832241,,,
BOONE PIT,63 LANE,PUEBLO,CO,81006,110070052888,,38.2064,-104.1683,COG501771,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070052888,,,
BONE YARD,5301 MONROE ST,DENVER,CO,80216,110054120161,,39.792921,-104.945344,COR901166 COU000344,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054120161,,,
BOLLISH PIT 2,CR 40 AND CR 39,STERLING,CO,80751,110070072884,,40.72139,-103.225833,COG502105,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072884,,,
BLACK CLOUD MINE,748 CR 2A,LEADVILLE,CO,80461,110064517820,,39.23456,-106.25265,CO0000591,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064517820,0.43,,
SOUTHWAY CONSTRUCTION CO PITT,CR 210 AND HWY 10,HUERFANO COUNTY,CO,81089,110070063585,,37.653,-104.584,COG502049,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063585,,,
SOUTHERN FOODS GROUP LLC D/B/A MEADOW GOLD DAIRIES,1325 W. OXFORD AVE.,ENGLEWOOD,CO,80110,110000495321,311511 112120 424430 31152 31151,39.642417,-105.003278,COPIU002F COR900477,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000495321,,,
SOUTH FRUITA PIT/ARCUBY PIT,17 1/2 RD,FRUITA,CO,81643,110010056722,,39.139902,-108.729025,COG500161,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010056722,,,
SOUTH FORK PIT,CR 3 AND CR 30 6 MILE W,PARSHALL,CO,80468,110070063609,,39.797222,-106.039999,COG502135,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063609,,,
SOUTH CANYON LANDFILL,"SOUTH CAYON RD. I-70, 1200 134",GLENWOOD SPRINGS,CO,81601,110013923754,562212,39.550842,-107.417622,COG600244 COR900426,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110013923754,,,
SOLVAY CHEMICALS INC,2717 CR 215,PARACHUTE,CO,81635,110070133993,,39.476875,-108.089428,COR901370,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070133993,,,
SOARING EAGLE GRAVEL PIT,1972 BROADWAY,GRAND JUNCTION,CO,81503,110006782543,,39.09967,-108.68074,COG500364,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006782543,,,
SNOWSTORM SAND AND GRAVEL,50928 HWY 9,FAIRPLAY,CO,80440,110070072821,,39.2333,-106.016666,COG501943,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072821,,,
SNOW MOUNTAIN RANCH WWTF,1101 CR 53,GRANBY,CO,80446,110064761057,,39.981944,-105.915833,COR03K630 COX634057,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064761057,,,
SLAB CANYON QUARRY,NO ADDRESS GIVEN,FORT COLLINS,CO,80522,110070063521,,40.8917,-105.2,COG501758,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063521,,,
SILVER CLIFF PIT,CR 243 AND HWY 96,SILVER CLIFF,CO,81252,110070072868,,38.1437,-105.4509,COG502066 COG502085,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072868,,,
SILVER BELL TAILINGS,INSIDE OHPIR LOOP ON HWY 45,OPHIR,CO,81426,110022833497,,37.863611,-107.875111,CO0046931,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110022833497,0.0058,,
SILOAM STONE BEDROCK MINE 1,3194 SILOAM RD,PUEBLO,CO,81004,110070072851,,38.174852,-104.952216,COG502002,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072851,,,
BROADMOOR PARK PROPERTIES,8160 PIUTE RD,EL PASO COUNTY,CO,80926,110023136783,,38.71245,-104.82569,COG582006 COG589021 COG591021,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110023136783,,,
BRIGHTON TRUCK PARTS VBCM LLC,987 HWY 85,BRIGHTON,CO,80603,110070152671,,40.014615,-104.819212,COR901382,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070152671,,,
BRIGHTON PRESSURE PUMPING DISTRICT,285 CR,BRIGHTON,CO,80601,110046316857,,40.005277,-104.816388,COR900544,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046316857,,,
BRIGG PIT BUMGARDNER RANCHES GRAVEL PIT,2 CR 2,KREMMLING,CO,80459,110070052555,,40.0581,-106.324975,COG502011,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070052555,,,
BRANN PIT,CR F AND CR 16 3/4 MI N,PROWERS COUNTY,CO,81047,110070072795,,37.729858,-102.475283,COG501906,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072795,,,
BRADBURY PIT,4615 HWY 50,WHITEWATER,CO,81527,110070063599,,38.930235,-108.390173,COG502073,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063599,,,
BOWIE NO 2 MINE,43659 BOWIE RD,PAONIA,CO,81428,110008061088,212112 212111,38.93268,-107.54603,CO0044776,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110008061088,0.0115,,
BOULDER OPEN SPACE SEEP OUTFALLS 002A AND 003A,HWY 36 AND NEVA RD,BOULDER,CO,80302,110071277970,,40.098875,-105.282703,COG318108,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110071277970,,,
BOULDER MUNICIPAL AIRPORT,3300 AIRPORT RD,BOULDER,CO,80301,110046330966,,40.039444,-105.225277,COR900191,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046330966,,,
BOULDER COUNTY TRANSPORTATION DEPT,VARIOUS LOCATIONS,BOULDER,CO,80301,110043733902,,40.02,-105.242,COR090020,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043733902,,,
SHERIDAN MS4,VARIOUS LOCATIONS,SHERIDAN,CO,80110,110044271837,,39.649,-105.027,COR090082,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110044271837,,,
SHEEHAN PIT,CR 1 MI S OF TOWN,SLATER,CO,82901,110070051673,,40.982383,-107.383267,COG502086,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070051673,,,
SHAMROCK FOODS SYSTEMS WAREHOUSE,5005 KALAMATH ST,DENVER,CO,80221,110046303996,,39.78645,-105.00037,COR900146,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046303996,,,
SHAMROCK FOODS COMPANY,5199 IVY STREET,COMMERCE CITY,CO,80022,110011671468,,39.78907,-104.91992,COR900583,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110011671468,,,
SECURITY SD,6510 SOUTHMOORE DRIVE,FOUNTAIN,CO,80817,110039690000,221320,38.73768,-104.73661,CO0024392 COG650083 COR03T931 COR900839,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110039690000,2.4,,
SCOTT BLUE II MINING CLAIM,GALENA AVE NEAR CARBONATE ST,CRIPPLE CREEK DIVISION,CO,80813,110067191782,,38.754167,-105.172222,CO0048939,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110067191782,0.1728,,
SCHOLL PIT,US 40 AND CR 201,KREMMLING,CO,80459,110070063611,,40.070555,-106.27444,COG502139,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063611,,,
SCHAUENBERG FLEXADUX CORPORATION,2233 SANFORD DR,GRAND JUNCTION,CO,81505,110040628933,333131 213113,39.11243,-108.63903,COR900886,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110040628933,,,
C AND D FARMS 2,CR 46 AND CR 3X,ARRIBA,CO,80804,110070072786,,39.48195,-103.21334,COG501883,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072786,,,
BUTALA SAND & GRAVEL,9000 CR 152,SALIDA,CO,81201,110024818697,,38.553062,-106.020559,COG500476,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110024818697,,,
BURNCO COLORADO - HENDERSON PLANT,10040 DALLAS ST,HENDERSON,CO,80640,110069246863,327320,39.87863,-104.87614,COR901189,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110069246863,,,
BURNCO COLORADO - BERNHARDT BATCH PLANT,315 FRONTIER CT,MILLIKEN,CO,80543,110023149564,327320,40.33269,-104.83722,COR901186,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110023149564,,,
BULLGER BASIN PLACER MINE,CR 898 AND ZEBULON RD,FAIRPLAY,CO,80440,110069347068,,39.267417,-106.117075,CO0048971,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110069347068,,,
BULK TRANSPORTERS INC,313 9 ST,GILCREST,CO,80623,110046290036,,40.2847,-104.77617,COR900025 COR901424,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046290036,,,
BUILDERS AGGREGATE CO - 18825 HWY 52,18825 HIGHWAY 52,FORT MORGAN,CO,80701,110010337117,212321,40.271801,-103.801286,COG501811,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010337117,,,
BUFFALO HORN PROPERTIES,13825 CR 7,RIO BLANCO COUNTY,CO,81614,110039174452,,40.2,-108.053889,COX622019,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110039174452,,,
BUFFALO BILL MUSEUM AND GRAVE SITE,987 LOOKOUT MOUNTAIN ROAD,JEFFERSON COUNTY,CO,80401,110038448819,,39.73134,-105.24058,COX622015,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110038448819,,,
"BRUSHCO FARMS, INC",1450 S CLAYTON ST,BRUSH,CO,80723,110043738747,111419,40.246968,-103.623202,CO0048862 COP900712 COU000333,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043738747,0.09,,
BROYLES PIT,2010 SANTA FE TRAIL,TRINIDAD,CO,81082,110070072805,,37.150824,-104.51194,COG501918,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072805,,,
BROOK FOREST INN,8136 SOUTH BROOK FOREST ROAD,EVERGREEN,CO,80439,110006658090,,39.57967,-105.3819,CO0030261,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006658090,0.009,,
CARGILL INCORPORATED ANIMAL NUTRITION DIVISION,219 RIGHT-OF-WAY RD.,STERLING,CO,80751,110000497873,311119,40.58333,-103.1,COR900459,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000497873,,,
CAREFREE OF COLORADO,2145 W 6TH AVE,BROOMFIELD,CO,80020,110046290198,,39.928024,-105.096159,COR900031,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046290198,,,
CARBONES,3576 E 52 AVE,DENVER,CO,80216,110046320218,,39.790658,-104.945647,COR900761,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046320218,,,
CARBON VALLEY RESOURCE,6254 WELD COUNTY ROAD 26,WELD COUNTY,CO,80504,110009067721,,40.17543,-104.93717,COG500417,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110009067721,,,
CAPCO INC,1328 WINTERS AVE,GRAND JUNCTION,CO,81501,110001728275,332994 334419 332811 541330 335999 332999 332813 332119 334411 332721 332116 332995,39.0584,-108.55029,COPIU002N COPIU002O COPU00136 COR901315,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110001728275,,,
CANYON STATE OIL CO INC,9052 YOSEMITE ST,HENDERSON,CO,80640,110003002376,424710 541380,39.86101,-104.8843,COPIU0012 COR900036,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110003002376,,,
CAMPER SERVICES BUILDING,21045 HIGHWAY 67 SOUTH,DIVIDE,CO,80814,110037263779,,38.895,-105.182778,COX622007,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110037263779,,,
CAMP SANTA MARIA WWTF,51321 US HWY 285,BAILEY,CO,80448,110070552639,,39.449747,-105.62952,COG588143 COX634008,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070552639,,,
CAMP ID-RA-HA-JE,3 MILES NE OF TOWN AND N OF US HWY 285,PARK COUNTY,CO,80421,110038448622,,39.443794,-105.464956,COX621022 COX634028,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110038448622,,,
CAMP ALEXANDER,2182 CR 96,LAKE GEORGE,CO,80807,110070674949,,38.949167,-105.371389,COG590036 COX634034,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070674949,,,
SAVAGE SERVICES RIFLE,21520 HWY 6 AND 24,RIFLE,CO,81560,110064413497,,39.516061,-107.855372,COR901276,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064413497,,,
SARGENT SCHOOL DISTRICT WASTEWATER,7090 N RD 2E,RIO GRANDE COUNTY,CO,81144,110041905329,,37.675917,-106.110028,COX621032 COX634074,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110041905329,,,
SANGRE DE CRISTO SCHOOL DISTRICT R 22-J,54001 TERRY ST,MOSCA,CO,81146,110043740244,,37.67904,-105.87914,COX621056 COX621070 COX634022,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043740244,,,
SAND CREEK MINE,64 AVE AND XMORE RD SWC,ADAMS COUNTY,CO,80022,110070053819,,39.861115,-104.788777,COG501756,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070053819,,,
SAN SOUCI MHP,1561 S FOOTHILLS HWY,BOULDER COUNTY,CO,80303,110006781535,,39.9575,-105.233611,CO0020061 COG588101 COG591197,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006781535,,,
SAN LUIS VALLEY REGIONAL LANDFILL,1600 CR 44,MONTE VISTA,CO,81144,110064413460,,37.60244,-106.24743,COR901272,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064413460,,,
SAN LUIS VALLEY REGIONAL AIRPORT,2490 STATE AVE,ALAMOSA,CO,81101,110070111269,48811,37.444355,-105.86544,COR03R858 COR03U266 COR401224 COR901432,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070111269,,,
SAN LUIS GOLD,RITO SICO RD 1/2 MI N OF TOWN,SAN LUIS,CO,81152,110006780956,,37.2536,-105.349722,CO0045675,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006780956,0.576,,
SAN LAZARO MHP WWTF,5505 VALMONT ROAD,BOULDER,CO,80301,110006658161,,40.029204,-105.221905,CO0020184 COG640100 COG641100 COG650144 COL020184,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006658161,0.11,,
SAN ACACIO GRAVEL PIT,13085 HWY 142,SAN ACACIO,CO,81150,110070072874,,37.1833,-105.566666,COG502089,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072874,,,
SALT CANYON MINE,24860 US 115,PENROSE,CO,81240,110070063569,,38.542959,-104.9727,COG502023,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063569,,,
SALIDA MAIN PIT,8200 CR 107,SALIDA,CO,81201,110064516509,,38.511661,-106.005701,COG501587,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064516509,,,
CENTURA HEALTH ST ANTHONY HOSPITAL,11600 WEST 2ND PLACE,LAKEWOOD,CO,80228,110037940770,622110 62211,39.71794,-105.129127,COG072909 COG315244 COG318116,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110037940770,,,
CENTRAL PRODUCTS COMPANY,1095 SOUTH 4TH AVENUE,BRIGHTON,CO,80601,110000467511,322220 322221 325520 322222 326113,39.96946,-104.81938,COR900072,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000467511,,,
"CENTRAL DENVER IRON WORKS, INC",4245 FOX STREET,DENVER,CO,80216,110009557568,332312,39.77486,-104.9948,COR900682,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110009557568,,,
CENTRAL COLORADO REGIONAL AIRPORT,27960 CR 319,BUENA VISTA,CO,81211,110046330680,,38.816666,-106.120555,COR900171,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046330680,,,
CENTER SANITATION AGRICULTURAL WWTP,49815 E HWY 112,CENTER,CO,81125,110010053119,,37.74805,-106.098889,CO0048938 COG600424,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010053119,1.5,,
CENTER REDI MIX INC,1504 W HWY 112,CENTER,CO,81125,110002435026,212321,37.75,-106.183333,COG501816,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110002435026,,,
CEDARWOOD PIT,PICKNEY RD S OF CEDARWOOD RD,PUEBLO COUNTY,CO,81002,110070054351,,37.923474,-104.763299,COG501797,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054351,,,
CATTLEMANS CHOICE LOOMIX LLC,123 CHARLOTTE AVE,JOHNSTOWN,CO,80534,110001726507,311119,40.35,-104.9,COR900460,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110001726507,,,
CASTLE PINES METRO DIST MS4,VARIOUS LOCATIONS,CASTLE PINES,CO,80125,110043757388,,39.449,-104.887,COR070201,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043757388,,,
